SEQPRODUTO;DESCCOMPLETA;CODACESSO;QTDEMBALAGEM;NIVEL 0;NIVEL 1;NIVEL 2;NIVEL 3;NIVEL 4;NIVEL 5;NIVEL 6;NIVEL 7
3934;CONDIC INF JOHNSONS 200ML CABELOS CLAROS;7891010030476;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;POS SHAMPOO;CONDICIONADOR;TRADICIONAL;ATE 300ML
3935;TALCO INF JOHNSONS 200G TRAD;7891010032241;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;TROCA;TALCO;TALCO;TALCO
3936;SAB INF JOHNSONS 80G TRAD;7891010032906;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;BANHO;SABONTE;BARRA;BARRA
3937;SAB INF JOHNSONS 80G OLEO AMENDOAS;7891010014865;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;BANHO;SABONTE;BARRA;BARRA
3938;SAB INF JOHNSONS 80G MEL/VIT E;7891010035976;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;BANHO;SABONTE;BARRA;BARRA
3939;TALCO INF JOHNSONS 200G HORA SONO;7891010036478;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;TROCA;TALCO;TALCO;TALCO
3940;SEMENTE ISLA NACIONAL NABO JAPONES;7896026192217;1;GERAL;NAO ALIMENTAR;BAZAR;JARDINAGEM;SEMENTES;HORTALICAS;HORTALICAS;HORTALICAS
3941;SAPONACEO LIQ RADIUM 300ML LIMAO;7891022100143;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE COZINHA;SAPONACEO;CREMOSO;ATE 500ML;ATE 500ML
3942;SAPONACEO LIQ RADIUM 300ML PINHO;7891022100150;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE COZINHA;SAPONACEO;CREMOSO;ATE 500ML;ATE 500ML
3943;SAPONACEO PO RADIUM 300G LIMAO;7891022503005;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE COZINHA;SAPONACEO;PO;ATE 300G;ATE 300G
3944;SAPONACEO PO RADIUM 300G CLORO;7891022505009;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE COZINHA;SAPONACEO;PO;ATE 300G;ATE 300G
3945;SAPONACEO PO RADIUM 300G PINHO;7891022507003;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE COZINHA;SAPONACEO;PO;ATE 300G;ATE 300G
3946;SAPONACEO LIQ RADIUM 300ML ORIGINAL;7891022617009;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE COZINHA;SAPONACEO;CREMOSO;ATE 500ML;ATE 500ML
3947;SAB PALMOLIVE 150G ALOE/OLIVA;7891024110201;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;BANHO;SABONETE;BARRA;BASICO;UNITARIO
3948;SAB PALMOLIVE 150G MANT CACAU;7891024110300;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;BANHO;SABONETE;BARRA;BASICO;UNITARIO
3949;SAB PALMOLIVE 150G LANOL/OLEO AMEN;7891024110409;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;BANHO;SABONETE;BARRA;BASICO;UNITARIO
3950;CR DENT COLGATE T12 90G CLEAN MINT;7793100111143;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;HIGIENE BUCAL;CREME DENTAL;REGULAR;UNITARIO;UNITARIO
3951;MINI CHICKEN PERDIGAO 300G TRADICIONAL;7891515850609;1;GERAL;PERECIVEIS;PAS;CONGELADO;PRATO PRONTO;LANCHE;LANCHE;LANCHE
3952;SH PALMOLIVE 350ML NEUTRO NOR/OLEO;7891024172230;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;SHAMPOO;TRADICIONAL;DE 301ML A 600ML;DE 301ML A 600ML
3953;PIZZA SEARA 460G QUATRO QJOS;7894904326259;1;GERAL;PERECIVEIS;PAS;CONGELADO;PIZZA;TRADICIONAL;TRADICIONAL;TRADICIONAL
3954;PIZZA SEARA 460G CALAB;7894904326044;1;GERAL;PERECIVEIS;PAS;CONGELADO;PIZZA;TRADICIONAL;TRADICIONAL;TRADICIONAL
3955;SH PALMOLIVE 350ML MACIEZ PROLONGA;7891024171639;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;SHAMPOO;TRADICIONAL;DE 301ML A 600ML;DE 301ML A 600ML
3956;LIMP VD RF VEJA 500ML VIDREX C/ALC;7891035225000;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LIMPA VIDRO;REFIL PULVERIZADOR;REFIL PULVERIZADOR;REFIL PULVERIZADOR
3957;LIMP VD RF VEJA 500ML VIDREX CRISTA;7891035225109;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LIMPA VIDRO;REFIL PULVERIZADOR;REFIL PULVERIZADOR;REFIL PULVERIZADOR
300718;ALIMENTADOR MULTIKIDS C/REDE PANO MENINA;7898506478064;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
300717;ALIMENTADOR MULTIKIDS C/REDE PANO MENINO;7898506478057;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
274413;ALTO FALANTE MULTILASER 6X9 QUADRIA 110WRMS C/2;7899838808673;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
3961;LUSTRA MOVEIS POLIFLOR 200ML JASMIN;7891035500008;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LUSTRA MOVEIS;OLEO;ATE 200ML;ATE 200ML
3962;LUSTRA MOVEIS POLIFLOR 500ML JASMIM;7891035501005;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LUSTRA MOVEIS;OLEO;DE 201ML A 500ML;DE 201ML A 500ML
3963;LUSTRA MOVEIS POLIFLOR 200ML LAVANDA;7891035502200;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LUSTRA MOVEIS;OLEO;ATE 200ML;ATE 200ML
3964;LUSTRA MOVEIS POLIFLOR 500ML LAVANDA;7891035502606;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LUSTRA MOVEIS;OLEO;DE 201ML A 500ML;DE 201ML A 500ML
3965;DET SANIT PAST HARPIC C/3 POWER PLUS;7891035525193;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA DE BANHEIRO;DESODORIZADOR SANITARIO;LIQUIDO;LIQUIDO;LIQUIDO
3966;VHO CHI STA CAROLINA 750ML RESERVAD SAUV BLANC;7804350596229;1;GERAL;MERCEARIA;BEBIDAS;VINHOS;IMPORTADO;CHILE;TINTO;TINTO
3967;VHO CHI STA CAROLINA 750ML RESERVAD CARMENERE;7804350002157;1;GERAL;MERCEARIA;BEBIDAS;VINHOS;IMPORTADO;CHILE;TINTO;TINTO
3968;CR DENT CLOSE UP GEL 90G EUCALIP FREEZE;7891037006324;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;HIGIENE BUCAL;CREME DENTAL;OUTROS;UNITARIO;UNITARIO
3969;CR DENT CLOSE UP GEL 90G MINT VERDE;7891037744257;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;HIGIENE BUCAL;CREME DENTAL;OUTROS;UNITARIO;UNITARIO
3970;CR DENT CLOSE UP GEL 90G RED HOT;7891037744356;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;HIGIENE BUCAL;CREME DENTAL;OUTROS;UNITARIO;UNITARIO
3971;DET PO OMO 1KG;7891038009300;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA PARA ROUPA;SABAO PARA ROUPAS;PO;BASICO CX;ATE 1KG
3972;DOCE FRUTAS RITTER 400G UVA;7896104802892;1;GERAL;MERCEARIA;SECA DOCE;SOBREMESAS E OUTROS DOCES;DOCES FRUTA;DOCES FRUTAS;DOCES FRUTAS;ATE 999G
3973;DOCE FRUTAS RITTER 400G MORANGO;7896104802908;1;GERAL;MERCEARIA;SECA DOCE;SOBREMESAS E OUTROS DOCES;DOCES FRUTA;DOCES FRUTAS;DOCES FRUTAS;ATE 999G
3974;SAB INF FOFO 90G OLEO ALGOD;7891038376709;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;BANHO;SABONTE;BARRA;BARRA
3975;SAB INF FOFO 90G AVEIA/OLEO AMEN;7891038376808;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;BANHO;SABONTE;BARRA;BARRA
3976;SOPAO YOKI KITANO 196G COSTELA/MAC;7891095010127;1;GERAL;MERCEARIA;SECA SALGADA;SOPA - CANJAO E CREMES;SOPA SOPAO CANJAO;SOPAO CANJAO;SOPAO CANJAO;SOPAO CANJAO
3977;MARGARINA BECEL 250G S/SAL;7891042091384;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;ATE 250G
3977;MARGARINA BECEL 250G S/SAL;7891515555269;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;ATE 250G
3977;MARGARINA BECEL 250G S/SAL;7891080151224;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;ATE 250G
3978;MARGARINA BECEL 250G C/SAL;7891080151354;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;ATE 250G
3978;MARGARINA BECEL 250G C/SAL;7891042091391;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;ATE 250G
3978;MARGARINA BECEL 250G C/SAL;7891515555245;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;ATE 250G
3979;MARGARINA BECEL 500G S/SAL;7891042091629;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;DE 251G A 500G
3979;MARGARINA BECEL 500G S/SAL;7891515555252;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;DE 251G A 500G
3979;MARGARINA BECEL 500G S/SAL;7891080151231;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;DE 251G A 500G
3980;MARGARINA BECEL 500G C/SAL;7891042091636;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;DE 251G A 500G
3980;MARGARINA BECEL 500G C/SAL;7891515555337;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;DE 251G A 500G
3980;MARGARINA BECEL 500G C/SAL;7891080151248;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;TRADICIONAL;DE 251G A 500G
3981;MARGARINA DORIANA 500G LIGHT S/SAL;7894904590964;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;LIGHT;ACIMA DE 251G
3982;MARGARINA DORIANA 500G LIGHT C/SAL;7894904571949;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MARGARINA;LIGHT;ACIMA DE 251G
3983;MARIA MOLE PO OETKER 50G COCO;7891048051054;1;GERAL;MERCEARIA;SECA DOCE;SOBREMESAS E OUTROS DOCES;MISTURA EM PO SOBREMESA;TRADICIONAL;MARIA MOLE;MARIA MOLE
3984;MARIA MOLE PO OETKER 50G CHOCOLATE;7891048051078;1;GERAL;MERCEARIA;SECA DOCE;SOBREMESAS E OUTROS DOCES;MISTURA EM PO SOBREMESA;TRADICIONAL;MARIA MOLE;MARIA MOLE
3985;MARIA MOLE PO OETKER 50G MORANGO;7891048051085;1;GERAL;MERCEARIA;SECA DOCE;SOBREMESAS E OUTROS DOCES;MISTURA EM PO SOBREMESA;TRADICIONAL;MARIA MOLE;MARIA MOLE
3986;CEREAL MAT FROOT LOOPS 20G;7896004004112;1;GERAL;MERCEARIA;SECA DOCE;MATINAIS;CEREAIS;CEREAL MATINAL;COMUM;OUTROS
3987;SAB LIQ PREMISSE 500ML ERVA DOCE;7897045060013;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;BANHO;SABONETE;LIQUIDO;BASICO;POTE
3988;SAB DOVE 90G ESFOLIANTE;7898422746827;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;BANHO;SABONETE;BARRA;BASICO;UNITARIO
3989;COMP ALIM NUTREN 400G ACTIVE CHOC;7891000234105;1;GERAL;MERCEARIA;SECA DOCE;MATINAIS;COMPLEMENTO ALIMENTAR;ADULTO;PO;PO
3990;MAC INST NISSIN LAMEN 85G CARNE;7891079000014;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3990;MAC INST NISSIN LAMEN 85G CARNE;7891079000205;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3991;MAC INST NISSIN LAMEN 85G GALINHA;7891079000021;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3991;MAC INST NISSIN LAMEN 85G GALINHA;7891079000212;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3992;MAC INST NISSIN LAMEN 85G GALI CAIP;7891079000038;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3992;MAC INST NISSIN LAMEN 85G GALI CAIP;7891079000229;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3993;MAC INST NISSIN LAMEN 85G LEGUMES;7891079000243;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3993;MAC INST NISSIN LAMEN 85G LEGUMES;7891079000052;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3994;MAC INST NISSIN LAMEN 85G BACON;7891079000250;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3995;MAC INST NISSIN LAMEN 85G CARNE TOM;7891079000182;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3995;MAC INST NISSIN LAMEN 85G CARNE TOM;7891079000311;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;LAMEN;LAMEN
3996;MAC INST NISSIN 80G CREMOSO PIZZA;7891079001509;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;OUTROS;OUTROS
3997;MAC INST NISSIN 80G CREMOSO PICANHA;7891079001523;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;OUTROS;OUTROS
3998;MAC INST NISSIN 80G CREMOSO 4 QJOS;7891079001547;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;OUTROS;OUTROS
3999;MAC INST NISSIN 80G CREMOSO FGO;7891079001561;1;GERAL;MERCEARIA;SECA SALGADA;MASSAS;INSTANTANEA;PACOTE;OUTROS;OUTROS
4000;SH PALMOLIVE 350ML QUEDA RESIST;7891024174043;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;SHAMPOO;TRADICIONAL;DE 301ML A 600ML;DE 301ML A 600ML
4001;SEMENTE ISLA IMPORTADA PEPINO AODAI;7896026195218;1;GERAL;NAO ALIMENTAR;BAZAR;JARDINAGEM;SEMENTES;HORTALICAS;HORTALICAS;HORTALICAS
4002;SEMENTE ISLA IMPORTADA VERBENA HIBRIDA;7896026460231;1;GERAL;NAO ALIMENTAR;BAZAR;JARDINAGEM;SEMENTES;HORTALICAS;HORTALICAS;HORTALICAS
4003;PRESERV BLOWTEX C/3 EXT FINO;7896007200382;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS MASCULINOS;PRESERVATIVOS;PRESERVATIVOS;PRESERVATIVOS;PRESERVATIVOS
4004;CR CHANTILLY AMELIA 200G;7896096013542;1;GERAL;MERCEARIA;SECA DOCE;CULINARIA DOCE;COBERTURAS E RECHEIOS;CHANTILY;LIQUIDO;ATE 1L
4005;RACAO GATO LT WHISKAS 290G PEIXE;7896029079485;1;GERAL;NAO ALIMENTAR;BAZAR;PET SHOP;GATOS;ALIMENTO PARA GATOS;RACAO UMIDA;LATA
4006;RACAO GATO LT WHISKAS 290G FGO;7896029079461;1;GERAL;NAO ALIMENTAR;BAZAR;PET SHOP;GATOS;ALIMENTO PARA GATOS;RACAO UMIDA;LATA
4007;MIST PO SORVETE YOKI 150G ABACAXI;7891095009817;1;GERAL;MERCEARIA;SECA DOCE;CULINARIA DOCE;PREPAROS PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE
4008;MIST PO SORVETE YOKI 150G COCO;7891095009824;1;GERAL;MERCEARIA;SECA DOCE;CULINARIA DOCE;PREPAROS PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE
4009;MIST PO SORVETE YOKI 150G CHOCOLATE;7891095009909;1;GERAL;MERCEARIA;SECA DOCE;CULINARIA DOCE;PREPAROS PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE
4010;MIST PO SORVETE YOKI 150G MORANGO;7891095009916;1;GERAL;MERCEARIA;SECA DOCE;CULINARIA DOCE;PREPAROS PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE
4011;MIST PO SORVETE YOKI 150G CREME;7891095009930;1;GERAL;MERCEARIA;SECA DOCE;CULINARIA DOCE;PREPAROS PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE;PO-LIQUIDO PARA SORVETE
4012;*SAGU YOKI 250G FRAMBOESA;7891095301010;1;GERAL;MERCEARIA;SECA SALGADA;GRAOS E FARINACEOS;GRAOS E SEMENTES;GRAOS;OUTROS;OUTROS
4013;*SAGU YOKI 250G MORANGO;7891095301041;1;GERAL;MERCEARIA;SECA SALGADA;GRAOS E FARINACEOS;GRAOS E SEMENTES;GRAOS;OUTROS;OUTROS
4014;*SAGU YOKI 250G UVA;7891095301058;1;GERAL;MERCEARIA;SECA SALGADA;GRAOS E FARINACEOS;GRAOS E SEMENTES;GRAOS;OUTROS;OUTROS
4015;IOG CP BATAVO 160G DESN;7891097107863;1;GERAL;PERECIVEIS;PAS;RESFRIADO;IOGURTE;LIQUIDO;TRADICIONAL;COPO
4016;IOG CP BATAVO 160G INTEG;7891097107856;1;GERAL;PERECIVEIS;PAS;RESFRIADO;IOGURTE;LIQUIDO;TRADICIONAL;COPO
4017;IOG CP BATAVO 160G MEL;7891515925321;1;GERAL;PERECIVEIS;PAS;RESFRIADO;IOGURTE;LIQUIDO;TRADICIONAL;COPO
4017;IOG CP BATAVO 160G MEL;7891097101632;1;GERAL;PERECIVEIS;PAS;RESFRIADO;IOGURTE;LIQUIDO;TRADICIONAL;COPO
4018;MANT BATAVO 200G C/SAL;7891097012686;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MANTEIGA;MANTEIGA;POTE
4019;MANT BATAVO 200G S/SAL;7891097015519;1;GERAL;PERECIVEIS;PAS;RESFRIADO;ESPALHAVEIS;MANTEIGA;MANTEIGA;POTE
4020;TORTA SADIA 500G IOGURTE FGO;7893000012547;1;GERAL;PERECIVEIS;PAS;CONGELADO;SOBREMESA;TORTA DOCE;TORTA DOCE;TORTA DOCE
4021;SAB INF JOHNSONS 80G MILK/PELE DELIC;7891010099732;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;MUNDO BEBE;BANHO;SABONTE;BARRA;BARRA
4022;ESMALTE BEAUTY COLOR 8ML BALE;7896509960784;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4023;ESMALTE BEAUTY COLOR 8ML ROXO EXCLUIR;7896509960807;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4024;ESMALTE BEAUTY COLOR 8ML PINK EXCLUIR;7896509960814;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4025;ESMALTE BEAUTY COLOR 8ML PINK NOBRE;7896509960821;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4026;ESMALTE BEAUTY COLOR 8ML NUDE BAILARINA;7896509961033;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4027;ESMALTE BEAUTY COLOR 8ML VIOLETA EXCLUIR;7896509960791;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4028;ESMALTE BEAUTY COLOR 8ML PINK AMORECO;7896509961002;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4029;ESMALTE BEAUTY COLOR 8ML PRATA EXCLUIR;7896509961040;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4030;ESMALTE BEAUTY COLOR 8ML AZUL EXCLUIR;7896509961064;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4031;ESMALTE BEAUTY COLOR 8ML PINK EXCLUIR;7896509961088;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
251901;AMARANTO MAE TERRA 150G FLOCOS;7896496911530;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
4033;ESMALTE BEAUTY COLOR 8ML ALASKA;7896509960654;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4034;ESMALTE BEAUTY COLOR 8ML HELLO EXCLUIR;7896509965796;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4035;EXCLUIR TINT CAB NUTRISSE MINI KIT 3,0 CAST ESCU;7899026462557;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;COLORACAO;TINTURA PERMANENTE;TINTURA PERMANENTE;TINTURA PERMANENTE
4036;ESMALTE BEAUTY COLOR 8ML BASE SETIM;7896509961187;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4037;ESMALTE BEAUTY COLOR 8ML SASSA EXCLUIR;7896509965673;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4038;ESMALTE BEAUTY COLOR 8ML DELICIA EXCLUIR;7896509965802;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4039;ESMALTE BEAUTY COLOR 8ML NEON EXCLUIR;7896509961095;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4040;AP BAR BIC C/1 CONFORT 3 SENS EXCLUIR;70330717565;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS MASCULINOS;CUIDADOS COM A BARBA;APARELHO DESCARTAVEL;SIMPLES;SIMPLES
4040;AP BAR BIC C/1 CONFORT 3 SENS EXCLUIR;070330717565;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS MASCULINOS;CUIDADOS COM A BARBA;APARELHO DESCARTAVEL;SIMPLES;SIMPLES
4041;AP BAR BIC C/1 CONFORT 3 NORMAL;070330717534;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS MASCULINOS;CUIDADOS COM A BARBA;APARELHO DESCARTAVEL;SIMPLES;SIMPLES
4042;RUM BACARDI 700ML LIMON;7891125064151;1;GERAL;MERCEARIA;BEBIDAS;DESTILADOS;RUM;NACIONAL;TRADICIONAL;TRADICIONAL
4042;RUM BACARDI 700ML LIMON;7610113026854;1;GERAL;MERCEARIA;BEBIDAS;DESTILADOS;RUM;NACIONAL;TRADICIONAL;TRADICIONAL
4043;ESMALTE BEAUTY COLOR 8ML BASE FORTALECED;7896509961170;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4044;ESMALTE BEAUTY COLOR 8ML LABADI;7896509960883;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4045;REFRI LT SUKITA 350ML LARANJA;7891149440603;1;GERAL;MERCEARIA;BEBIDAS;REFRIGERANTES;FRUTAS;TRADICIONAL;LATA;ACIMA DE 311ML
4046;ESMALTE BEAUTY COLOR 8ML COZUMEL EXCLUIR;7896509960722;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS FEMININOS;CUIDADOS COM AS UNHAS;ESMALTE;CORES;CORES
4047;PAPEL HIG FD NEVE 30M C/4 NEUTRO TRAD;7891172421174;1;GERAL;NAO ALIMENTAR;LIMPEZA;PAPEL HIGIENICO;FOLHA DUPLA;ATE 12 ROLOS;ATE 12 ROLOS;ATE 12 ROLOS
4048;EXCLUIR TINT CAB NUTRISSE MINI KIT 4,15 CAST CINZ;7899026462588;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CABELO;COLORACAO;TINTURA PERMANENTE;TINTURA PERMANENTE;TINTURA PERMANENTE
4049;LOCAO HID NIVEA BODY 200ML MILK EXT SECA;4005808309436;1;GERAL;NAO ALIMENTAR;HIGIENE BELEZA;CUIDADOS COM O CORPO;HIDRATANTE;CORPORAL;OLEO;OLEO
